Company Name,Brand Name,Model,Series,Product Type,Screen Type,Screen Size,Screen Area (sq. inches),Resolution,Auto- matic Bright- ness Control?,Is Automatic Brightness Control enabled by default when Television is shipped?,On Mode Power (watts),Maximum On Mode Power for Qual- ification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power for Qual- ification (watts),Lum- inance in Default Mode as Shipped (cd/m2),Lum- inance in Brightest Selectable Preset Mode (cd/m2),Average Download Acqui- sition Mode (DAM) Energy (Wh/day),Maximum DAM Energy for Qual- ification (Wh/ day), Typical Electricity Con- sumption (TEC) for Hospitality TVs (W-h/day),Maxi- mum Allowed TEC for Hospi- tality TVs (W-h/day),Estimated Annual Energy Con- sumption (kWh/ year),Date Qualified
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SE131FSD,SE131FSD,Television (TV),LCD,13,75,1366 x 768,No,No,12.8,14.8,0.7,1,131,171,N/A,,,,28.2,07/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",SCXXXXXXXXX(where X would be any Arabian number or English letter or blank),SCXXXXXXXXX(where X would be any Arabian number or English letter or blank),TV Combination Unit,LCD,26,290,1920 x 1080,No,No,39.1,42.4,0.47,1,89,119,N/A,,,,74.6,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited",THTF; Element; Fluid; Seiki; Westinghouse; ONN,160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,199,1366 x 768,No,No,20.6,30.9,0.3,1,147,212,N/A,,,,39.7,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited",THTF; Element; Fluid; Seiki; Westinghouse; ONN,SE221TS,SE221TS,Television (TV),LCD,22,199,1366 x 768,No,No,20.6,30.9,0.3,1,147,212,N/A,,,,39.7,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GQ9,LE-40GQ9,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.5,1,194,224,N/A,,,,134.7,11/22/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LE-40GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",160XXXXXXXXX(where X would be any Arabian number or English letter or blank),160XXXXXXXXX(where X would be any Arabian number or English letter or blank),TV Combination Unit,LCD,26,290,1920 x 1080,No,No,39.1,42.4,0.47,1,89,119,N/A,,,,74.6,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-3730,VR-3730,Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX (where X would be any Arabian number or English letter or blank).,160XXXXXXXXX (where X would be any Arabian number or English letter or blank).,Television (TV),LCD,26,288,1366 x 768,No,No,38.8,42.2,0.46,1,195,286,N/A,,,,74,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SC461TS,SC461TS,Television (TV),LCD,46,902,1920 x 1080,No,No,85.8,93.8,0.5,1,6.6,7.4,N/A,,,,160.1,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-55GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-55GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-22GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LE-22GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,198,1920 x 1080,No,No,21.1,30.8,0.5,1,157,208,N/A,,,,42,12/12/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,198,1920 x 1080,No,No,21.1,30.8,0.5,1,157,208,N/A,,,,42,12/12/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-55G77C,LC-55G77C,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-32XXXXXXXXX,VR-32XXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,43.9,53.8,0.5,1,126,156,N/A,,,,83.6,10/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELDFW322,ELDFW322,Television (TV),LCD,32,426,1920 x 1080,No,No,43.9,53.8,0.5,1,126,156,N/A,,,,83.6,10/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELEFQ462,ELEFQ462,Television (TV),LCD,46,902,1920 x 1080,No,No,83.3,93.8,0.5,1,290,403,N/A,,,,155.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-40XXXXXXXXX (where X would be any Arabian number or English letter or blank),LD-40XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELEFW402,ELEFW402,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GB01-A,LE-40GB01-A,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX(where X would be any Arabian number or English letter or blank),ELXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,19,147,1366 x 768,No,No,23.3,24,0.5,1,282,285,N/A,,,,46,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC15G82V,LC15G82V,Television (TV),LCD,16,105,1366 x 768,No,No,16.3,18.6,0.5,1,111,157,N/A,,,,33.2,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-15G82,LC-15G82,Television (TV),LCD,16,105,1366 x 768,No,No,16.3,18.6,0.5,1,111,157,N/A,,,,33.2,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC22G82,LC22G82,Television (TV),LCD,22,199,1366 x 768,No,No,29.3,30.9,0.5,1,173,252,N/A,,,,56.9,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-19XXXXXXXXX(where X would be any Arabian number or English letter or blank),LD-19XXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,19,147,1366 x 768,No,No,23.3,24,0.5,1,282,285,N/A,,,,46,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,43.2,53.8,0.4,1,276,391,N/A,,,,81.6,09/26/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,TV Combination Unit,LCD,22,219,1680 x 1050,No,No,30.6,33.4,0.5,1,103,145,N/A,,,,59.3,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-22G78+DVD,LC-22G78+DVD,TV Combination Unit,LCD,22,219,1680 x 1050,No,No,30.6,33.4,0.5,1,103,145,N/A,,,,59.3,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX,ELXXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,35.3,53.8,0.4,1,175,267,N/A,,,,67.2,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,32,426,1920 x 1080,No,No,35.3,53.8,0.4,1,175,267,N/A,,,,67.2,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-19G77A DVD,LC-19G77A DVD,Television (TV),LCD,19,147,1366 x 768,No,No,21.8,24.2,0.5,1,119,165,N/A,,,,43.3,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX,160XXXXXXXXX,Television (TV),LCD,40,686,1920 x 1080,No,No,66.5,75.6,0.5,1,221,251,N/A,,,,124.8,08/25/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC24GXXXXXXXXX(where X would be any Arabian number or English letter or blank),LC24GXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,243,1920 x 1080,No,No,27.9,36.6,0.6,1,135,168,N/A,,,,55.1,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-26G82,LC-26G82,Television (TV),LCD,26,292,1920 x 1080,No,No,31.7,42.5,0.6,1,45.6,60,N/A,,,,62,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-26G77A,LC-26G77A,Television (TV),LCD,26,292,1920 x 1080,No,No,31.7,42.5,0.6,1,45.6,60,N/A,,,,62,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC19GXXXXXXXXX,LC19GXXXXXXXXX,Television (TV),LCD,19,147,1366 x 768,No,No,23.1,24,0.5,1,69,106,N/A,,,,45.6,09/07/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-46GH1,LC-46GH1,Television (TV),LCD,46,909,1920 x 1080,No,No,82.7,94.3,0.4,1,136,175,N/A,,,,153.7,07/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-60GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-60GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,60,1541,1920 x 1080,No,No,100,108,0.5,1,71,93,N/A,,,,186,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-40G69 FHD,LC-40G69 FHD,Television (TV),LCD,40,688,1920 x 1080,No,No,64.9,75.8,0.4,1,160,199,N/A,,,,121.2,06/15/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",4735880.0,4735880.0,Television (TV),LCD,40,688,1920 x 1080,No,No,64.9,75.8,0.4,1,160,199,N/A,,,,121.2,06/15/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",LE-24GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LE-24GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,24.9,36.1,0.5,1,142,175,N/A,,,,48.9,11/10/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, ONN",LE-24G90,LE-24G90,Television (TV),LCD,24,239,1920 x 1080,No,No,24.9,36.1,0.5,1,142,175,N/A,,,,48.9,11/10/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited",THTF; Element; Fluid; Seiki; Westinghouse; ONN,ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,199,1366 x 768,No,No,20.6,30.9,0.3,1,147,212,N/A,,,,39.7,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited",THTF; Element; Fluid; Seiki; Westinghouse; ONN,SEXXXXXXXXX (where X would be any Arabian number or English letter or blank),SEXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,199,1366 x 768,No,No,20.6,30.9,0.3,1,147,212,N/A,,,,39.7,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SCXXXXXXXXX (where X would be any Arabian number or English letter or blank),SCXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SC552GS,SC552GS,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-XXXXXXXX,VR-XXXXXXXX,Television (TV),LCD,32,431,1366 x 768,No,No,48.4,54.2,0.34,1,125,152,N/A,,,,90.7,02/24/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-3236,VR-3236,Television (TV),LCD,32,431,1366 x 768,No,No,48.4,54.2,0.34,1,125,152,N/A,,,,90.7,02/24/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",VR-3235,VR-3235,Television (TV),LCD,32,431,1366 x 768,No,No,48.4,54.2,0.34,1,125,152,N/A,,,,90.7,02/24/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-32G852,LC-32G852,Television (TV),LCD,32,431,1366 x 768,No,No,48.4,54.2,0.34,1,125,152,N/A,,,,90.7,02/24/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-37G85,LC-37G85,Television (TV),LCD,37,586,1920 x 1080,No,No,57.9,67.2,0.6,1,85,109,N/A,,,,109.8,01/03/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,46,902,1920 x 1080,No,No,85.8,93.8,0.5,1,6.6,7.4,N/A,,,,160.1,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-46G91,LC-46G91,Television (TV),LCD,46,902,1920 x 1080,No,No,85.8,93.8,0.5,1,6.6,7.4,N/A,,,,160.1,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LDXXXXXXXXX (where X would be any Arabian number or English letter or blank),LDXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,198,1920 x 1080,No,No,21.1,30.8,0.5,1,157,208,N/A,,,,42,12/12/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",8000333.0,8000333.0,Television (TV),LCD,22,198,1920 x 1080,No,No,21.1,30.8,0.5,1,157,208,N/A,,,,42,12/12/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC55G77,LC55G77,Television (TV),LCD,55,1276,1920 x 1080,No,No,105.1,108,0.5,1,119,138,N/A,,,,195.3,11/14/2011 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-32G85,LC-32G85,Television (TV),LCD,32,426,1920 x 1080,No,No,43.9,53.8,0.5,1,126,156,N/A,,,,83.6,10/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-32G82,LC-32G82,Television (TV),LCD,32,426,1920 x 1080,No,No,43.9,53.8,0.5,1,126,156,N/A,,,,83.6,10/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-40XXXXXX,LD-40XXXXXX,Television (TV),LCD,40,688,1920 x 1080,No,No,64.9,75.8,0.4,1,160,199,N/A,,,,121.2,06/15/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),ELXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,26,289,1920 x 1080,No,No,28.9,42.3,0.5,1,260,330,N/A,,,,56.2,02/14/2012 08:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",160XXXXXXXXX (where X would be any Arabian number or English letter or blank),160XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-40GQ9,LE-40GQ9,Television (TV),LCD,40,684,1920 x 1080,No,No,60.3,75.5,0.5,1,147,211,N/A,,,,113.5,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SCXXXXXXXXX(where X would be any Arabian number or English letter or blank),SCXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,22,199,1366 x 768,No,No,29.3,30.9,0.5,1,173,252,N/A,,,,56.9,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-19GXXXXXXXXX(where X would be any Arabian number or English letter or blank),LE-19GXXXXXXXXX(where X would be any Arabian number or English letter or blank),Television (TV),LCD,19,147,1366 x 768,No,No,23.3,24,0.5,1,282,285,N/A,,,,46,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-32GA01,LE-32GA01,Television (TV),LCD,32,426,1920 x 1080,No,No,43.2,53.8,0.4,1,276,391,N/A,,,,81.6,09/26/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, SANSUI",LD-46XXXXXXXXX,LD-46XXXXXXXXX,Television (TV),LCD,46,886,1920 x 1080,No,No,81.2,92.4,0.5,1,293,361,N/A,,,,151.7,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, SANSUI",ELEFQ462,ELEFQ462,Television (TV),LCD,46,886,1920 x 1080,No,No,81.2,92.4,0.5,1,293,361,N/A,,,,151.7,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse, SANSUI",LE-46G90,LE-46G90,Television (TV),LCD,46,886,1920 x 1080,No,No,81.2,92.4,0.5,1,293,361,N/A,,,,151.7,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC22GXXXXXXXXX,LC22GXXXXXXXXX,TV Combination Unit,LCD,22,219,1680 x 1050,No,No,30.6,33.4,0.5,1,103,145,N/A,,,,59.3,09/21/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LE-32GXXXXXXXXX,where X would be any Arabian number or English letter or blank,Television (TV),LCD,32,426,1920 x 1080,No,No,43.2,53.8,0.4,1,276,391,N/A,,,,81.6,09/26/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC24GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC24GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,27.2,36.1,0.6,1,188,199,N/A,,,,53.8,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LD-24XXXXXXXXX (where X would be any Arabian number or English letter or blank),LD-24XXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,24,239,1920 x 1080,No,No,27.2,36.1,0.6,1,188,199,N/A,,,,53.8,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SE241TS,SE241TS,Television (TV),LCD,24,239,1920 x 1080,No,No,27.2,36.1,0.6,1,188,199,N/A,,,,53.8,10/20/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC24G82,LC24G82,Television (TV),LCD,24,243,1920 x 1080,No,No,27.9,36.6,0.6,1,135,168,N/A,,,,55.1,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-19GXXXXXXXXX,where X would be any Arabian number or English letter or blank,Television (TV),LCD,19,147,1366 x 768,No,No,21.8,24.2,0.5,1,119,165,N/A,,,,43.3,09/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",4735880.0,4735880.0,Television (TV),LCD,40,684,1920 x 1080,No,No,71.9,75.5,0.4,1,117,170,N/A,,,,134,09/14/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",1602109A,1602109A,Television (TV),LCD,19,147,1366 x 768,No,No,23.1,24,0.5,1,69,106,N/A,,,,45.6,09/07/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC46GH6,LC46GH6,Television (TV),LCD,46,909,1920 x 1080,No,No,82.7,94.3,0.4,1,136,175,N/A,,,,153.7,07/27/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",SC601TS,SC601TS,Television (TV),LCD,60,1541,1920 x 1080,No,No,100,108,0.5,1,71,93,N/A,,,,186,10/24/2011 07:00:00 AM +0000
"Shenyang Tongfang Multimedia Co., Limited","THTF, Element, Fluid, Seiki, Westinghouse",LC-40GXXXXXXXXX (where X would be any Arabian number or English letter or blank),LC-40GXXXXXXXXX (where X would be any Arabian number or English letter or blank),Television (TV),LCD,40,688,1920 x 1080,No,No,64.9,75.8,0.4,1,160,199,N/A,,,,121.2,06/15/2011 07:00:00 AM +0000
"Shenzhen Lizhao Technology Co.,LTD.",SIGMAC,HD LED TV,SE42BB1,Television (TV),LCD,42,759,1920 X 1080,No,No,78.86,95.81,0.16,1,250,378,N/A,,,,145.03,03/08/2012 08:00:00 AM +0000
